seriesid,date,statefips,countyfips,state,county,labforce,employed,unemployed,urate
CN3801500000000,2023-02-01,38,015,ND,Burleigh County,51478,50213,1265,2.5
CN3801700000000,2023-02-01,38,017,ND,Cass County,110404,107827,2577,2.3
CN3801900000000,2023-02-01,38,019,ND,Cavalier County,1796,1728,68,3.8
CN3802100000000,2023-02-01,38,021,ND,Dickey County,2166,2121,45,2.1
CN3802300000000,2023-02-01,38,023,ND,Divide County,1441,1421,20,1.4
CN3802500000000,2023-02-01,38,025,ND,Dunn County,3237,3191,46,1.4
CN3802700000000,2023-02-01,38,027,ND,Eddy County,1188,1138,50,4.2
CN3802900000000,2023-02-01,38,029,ND,Emmons County,1474,1366,108,7.3
CN3803100000000,2023-02-01,38,031,ND,Foster County,1511,1468,43,2.8
CN3803300000000,2023-02-01,38,033,ND,Golden Valley County,859,842,17,2
CN3803500000000,2023-02-01,38,035,ND,Grand Forks County,38308,37415,893,2.3
CN3803700000000,2023-02-01,38,037,ND,Grant County,1226,1200,26,2.1
CN3803900000000,2023-02-01,38,039,ND,Griggs County,1013,981,32,3.2
CN3804100000000,2023-02-01,38,041,ND,Hettinger County,1358,1325,33,2.4
CN3804300000000,2023-02-01,38,043,ND,Kidder County,1334,1260,74,5.5
CN3804500000000,2023-02-01,38,045,ND,LaMoure County,2094,2041,53,2.5
CN3804700000000,2023-02-01,38,047,ND,Logan County,879,844,35,4
CN3804900000000,2023-02-01,38,049,ND,McHenry County,3155,2993,162,5.1
CN3805100000000,2023-02-01,38,051,ND,McIntosh County,1063,1031,32,3
CN3805300000000,2023-02-01,38,053,ND,McKenzie County,9611,9463,148,1.5
CN3805500000000,2023-02-01,38,055,ND,McLean County,4754,4561,193,4.1
CN3805700000000,2023-02-01,38,057,ND,Mercer County,3390,3247,143,4.2
CN3805900000000,2023-02-01,38,059,ND,Morton County,17118,16511,607,3.5
CN3806100000000,2023-02-01,38,061,ND,Mountrail County,6355,6260,95,1.5
CN3806300000000,2023-02-01,38,063,ND,Nelson County,1437,1378,59,4.1
CN3806500000000,2023-02-01,38,065,ND,Oliver County,883,845,38,4.3
CN3806700000000,2023-02-01,38,067,ND,Pembina County,3189,3051,138,4.3
CN3806900000000,2023-02-01,38,069,ND,Pierce County,1635,1573,62,3.8
CN3807100000000,2023-02-01,38,071,ND,Ramsey County,5490,5324,166,3
CN3807300000000,2023-02-01,38,073,ND,Ransom County,2628,2570,58,2.2
CN3807500000000,2023-02-01,38,075,ND,Renville County,1214,1189,25,2.1
CN3807700000000,2023-02-01,38,077,ND,Richland County,8769,8560,209,2.4
CN3807900000000,2023-02-01,38,079,ND,Rolette County,4668,4385,283,6.1
CN3808100000000,2023-02-01,38,081,ND,Sargent County,2290,2243,47,2.1
CN3808300000000,2023-02-01,38,083,ND,Sheridan County,653,624,29,4.4
CN3808500000000,2023-02-01,38,085,ND,Sioux County,1197,1169,28,2.3
CN3808700000000,2023-02-01,38,087,ND,Slope County,336,327,9,2.7
CN3808900000000,2023-02-01,38,089,ND,Stark County,18127,17760,367,2
CN3809100000000,2023-02-01,38,091,ND,Steele County,940,916,24,2.6
CN3809300000000,2023-02-01,38,093,ND,Stutsman County,10732,10442,290,2.7
CN3809500000000,2023-02-01,38,095,ND,Towner County,1088,1056,32,2.9
CN3809700000000,2023-02-01,38,097,ND,Traill County,4512,4412,100,2.2
CN3809900000000,2023-02-01,38,099,ND,Walsh County,5210,4981,229,4.4
CN3810100000000,2023-02-01,38,101,ND,Ward County,31841,30891,950,3
CN3810300000000,2023-02-01,38,103,ND,Wells County,1911,1815,96,5
CN3810500000000,2023-02-01,38,105,ND,Williams County,22266,21807,459,2.1
CN3900100000000,2023-02-01,39,001,OH,Adams County,11198,10396,802,7.2
CN3900300000000,2023-02-01,39,003,OH,Allen County,46315,44356,1959,4.2
CN3900500000000,2023-02-01,39,005,OH,Ashland County,25873,24721,1152,4.5
CN3900700000000,2023-02-01,39,007,OH,Ashtabula County,42867,40779,2088,4.9
CN3900900000000,2023-02-01,39,009,OH,Athens County,27240,25941,1299,4.8
CN3901100000000,2023-02-01,39,011,OH,Auglaize County,23764,23066,698,2.9
CN3901300000000,2023-02-01,39,013,OH,Belmont County,26909,25304,1605,6
CN3901500000000,2023-02-01,39,015,OH,Brown County,19856,18842,1014,5.1
CN3901700000000,2023-02-01,39,017,OH,Butler County,199368,192538,6830,3.4
CN3901900000000,2023-02-01,39,019,OH,Carroll County,12693,12082,611,4.8
CN3902100000000,2023-02-01,39,021,OH,Champaign County,19068,18374,694,3.6
CN3902300000000,2023-02-01,39,023,OH,Clark County,63093,60593,2500,4
CN3902500000000,2023-02-01,39,025,OH,Clermont County,109511,105571,3940,3.6
CN3902700000000,2023-02-01,39,027,OH,Clinton County,17988,17146,842,4.7
CN3902900000000,2023-02-01,39,029,OH,Columbiana County,44638,42289,2349,5.3
CN3903100000000,2023-02-01,39,031,OH,Coshocton County,13560,12816,744,5.5
CN3903300000000,2023-02-01,39,033,OH,Crawford County,17676,16772,904,5.1
CN3903500000000,2023-02-01,39,035,OH,Cuyahoga County,603120,573209,29911,5
CN3903700000000,2023-02-01,39,037,OH,Darke County,25505,24497,1008,4
CN3903900000000,2023-02-01,39,039,OH,Defiance County,17157,16477,680,4
CN3904100000000,2023-02-01,39,041,OH,Delaware County,115999,112536,3463,3
CN3904300000000,2023-02-01,39,043,OH,Erie County,34720,32687,2033,5.9
CN3904500000000,2023-02-01,39,045,OH,Fairfield County,80627,77785,2842,3.5
CN3904700000000,2023-02-01,39,047,OH,Fayette County,13722,13111,611,4.5
CN3904900000000,2023-02-01,39,049,OH,Franklin County,711351,687157,24194,3.4
CN3905100000000,2023-02-01,39,051,OH,Fulton County,21923,20882,1041,4.7
CN3905300000000,2023-02-01,39,053,OH,Gallia County,12309,11681,628,5.1
CN3905500000000,2023-02-01,39,055,OH,Geauga County,48772,46619,2153,4.4
CN3905700000000,2023-02-01,39,057,OH,Greene County,83391,80516,2875,3.4
CN3905900000000,2023-02-01,39,059,OH,Guernsey County,17605,16569,1036,5.9
CN3906100000000,2023-02-01,39,061,OH,Hamilton County,422137,407708,14429,3.4
CN3906300000000,2023-02-01,39,063,OH,Hancock County,40046,38744,1302,3.3
CN3906500000000,2023-02-01,39,065,OH,Hardin County,12763,12237,526,4.1
CN3906700000000,2023-02-01,39,067,OH,Harrison County,6427,6073,354,5.5
CN3906900000000,2023-02-01,39,069,OH,Henry County,12613,11890,723,5.7
CN3907100000000,2023-02-01,39,071,OH,Highland County,17772,16705,1067,6
CN3907300000000,2023-02-01,39,073,OH,Hocking County,13081,12477,604,4.6
CN3907500000000,2023-02-01,39,075,OH,Holmes County,21870,20988,882,4
CN3907700000000,2023-02-01,39,077,OH,Huron County,27569,25726,1843,6.7
CN3907900000000,2023-02-01,39,079,OH,Jackson County,12367,11651,716,5.8
CN3908100000000,2023-02-01,39,081,OH,Jefferson County,27079,25565,1514,5.6
CN3908300000000,2023-02-01,39,083,OH,Knox County,30895,29722,1173,3.8
CN3908500000000,2023-02-01,39,085,OH,Lake County,125856,119865,5991,4.8
CN3908700000000,2023-02-01,39,087,OH,Lawrence County,23468,22350,1118,4.8
CN3908900000000,2023-02-01,39,089,OH,Licking County,92419,89189,3230,3.5
CN3909100000000,2023-02-01,39,091,OH,Logan County,22624,21816,808,3.6
CN3909300000000,2023-02-01,39,093,OH,Lorain County,154800,146840,7960,5.1
CN3909500000000,2023-02-01,39,095,OH,Lucas County,204539,195157,9382,4.6
CN3909700000000,2023-02-01,39,097,OH,Madison County,21088,20368,720,3.4
CN3909900000000,2023-02-01,39,099,OH,Mahoning County,98427,93536,4891,5
CN3910100000000,2023-02-01,39,101,OH,Marion County,26893,25841,1052,3.9
CN3910300000000,2023-02-01,39,103,OH,Medina County,98668,94164,4504,4.6
CN3910500000000,2023-02-01,39,105,OH,Meigs County,8710,8090,620,7.1
CN3910700000000,2023-02-01,39,107,OH,Mercer County,22436,21844,592,2.6
CN3910900000000,2023-02-01,39,109,OH,Miami County,54379,52351,2028,3.7
CN3911100000000,2023-02-01,39,111,OH,Monroe County,5220,4807,413,7.9
CN3911300000000,2023-02-01,39,113,OH,Montgomery County,249843,239671,10172,4.1
CN3911500000000,2023-02-01,39,115,OH,Morgan County,6920,6456,464,6.7
CN3911700000000,2023-02-01,39,117,OH,Morrow County,17169,16422,747,4.4
CN3911900000000,2023-02-01,39,119,OH,Muskingum County,40678,38619,2059,5.1
CN3912100000000,2023-02-01,39,121,OH,Noble County,4565,4274,291,6.4
CN3912300000000,2023-02-01,39,123,OH,Ottawa County,19730,18344,1386,7
CN3912500000000,2023-02-01,39,125,OH,Paulding County,8571,8286,285,3.3
CN3912700000000,2023-02-01,39,127,OH,Perry County,16148,15316,832,5.2
CN3912900000000,2023-02-01,39,129,OH,Pickaway County,26974,25914,1060,3.9
CN3913100000000,2023-02-01,39,131,OH,Pike County,11074,10388,686,6.2
CN3913300000000,2023-02-01,39,133,OH,Portage County,85150,81652,3498,4.1
CN3913500000000,2023-02-01,39,135,OH,Preble County,22055,21278,777,3.5
CN3913700000000,2023-02-01,39,137,OH,Putnam County,18726,18110,616,3.3
CN3913900000000,2023-02-01,39,139,OH,Richland County,51048,48500,2548,5
CN3914100000000,2023-02-01,39,141,OH,Ross County,35249,33756,1493,4.2
CN3914300000000,2023-02-01,39,143,OH,Sandusky County,29491,28202,1289,4.4
CN3914500000000,2023-02-01,39,145,OH,Scioto County,29672,27850,1822,6.1
CN3914700000000,2023-02-01,39,147,OH,Seneca County,25972,24870,1102,4.2
CN3914900000000,2023-02-01,39,149,OH,Shelby County,23362,22498,864,3.7
CN3915100000000,2023-02-01,39,151,OH,Stark County,182014,174134,7880,4.3
CN3915300000000,2023-02-01,39,153,OH,Summit County,265185,253582,11603,4.4
CN3915500000000,2023-02-01,39,155,OH,Trumbull County,83248,78899,4349,5.2
CN3915700000000,2023-02-01,39,157,OH,Tuscarawas County,44648,42552,2096,4.7
CN3915900000000,2023-02-01,39,159,OH,Union County,30334,29396,938,3.1
CN3916100000000,2023-02-01,39,161,OH,Van Wert County,14190,13715,475,3.3
CN3916300000000,2023-02-01,39,163,OH,Vinton County,5436,5085,351,6.5
CN3916500000000,2023-02-01,39,165,OH,Warren County,124087,120073,4014,3.2
CN3916700000000,2023-02-01,39,167,OH,Washington County,26468,25006,1462,5.5
CN3916900000000,2023-02-01,39,169,OH,Wayne County,60215,58021,2194,3.6
CN3917100000000,2023-02-01,39,171,OH,Williams County,18047,17427,620,3.4
CN3917300000000,2023-02-01,39,173,OH,Wood County,69718,67236,2482,3.6
CN3917500000000,2023-02-01,39,175,OH,Wyandot County,13134,12734,400,3
CN4000100000000,2023-02-01,40,001,OK,Adair County,8561,8263,298,3.5
CN4000300000000,2023-02-01,40,003,OK,Alfalfa County,2647,2582,65,2.5
CN4000500000000,2023-02-01,40,005,OK,Atoka County,5157,4968,189,3.7
CN4000700000000,2023-02-01,40,007,OK,Beaver County,2552,2491,61,2.4
CN4000900000000,2023-02-01,40,009,OK,Beckham County,10497,10208,289,2.8
CN4001100000000,2023-02-01,40,011,OK,Blaine County,4323,4232,91,2.1
CN4001300000000,2023-02-01,40,013,OK,Bryan County,23656,22976,680,2.9
CN4001500000000,2023-02-01,40,015,OK,Caddo County,11634,11233,401,3.4
CN4001700000000,2023-02-01,40,017,OK,Canadian County,81876,79730,2146,2.6
CN4001900000000,2023-02-01,40,019,OK,Carter County,21282,20506,776,3.6
CN4002100000000,2023-02-01,40,021,OK,Cherokee County,20034,19329,705,3.5
CN4002300000000,2023-02-01,40,023,OK,Choctaw County,6063,5793,270,4.5
CN4002500000000,2023-02-01,40,025,OK,Cimarron County,1608,1583,25,1.6
CN4002700000000,2023-02-01,40,027,OK,Cleveland County,151262,147182,4080,2.7
CN4002900000000,2023-02-01,40,029,OK,Coal County,2407,2321,86,3.6
CN4003100000000,2023-02-01,40,031,OK,Comanche County,47499,45797,1702,3.6
CN4003300000000,2023-02-01,40,033,OK,Cotton County,2661,2584,77,2.9
CN4003500000000,2023-02-01,40,035,OK,Craig County,5847,5650,197,3.4
CN4003700000000,2023-02-01,40,037,OK,Creek County,31463,30402,1061,3.4
CN4003900000000,2023-02-01,40,039,OK,Custer County,15183,14779,404,2.7
CN4004100000000,2023-02-01,40,041,OK,Delaware County,19926,19294,632,3.2
CN4004300000000,2023-02-01,40,043,OK,Dewey County,3007,2947,60,2
CN4004500000000,2023-02-01,40,045,OK,Ellis County,2067,2017,50,2.4
CN4004700000000,2023-02-01,40,047,OK,Garfield County,26168,25375,793,3
CN4004900000000,2023-02-01,40,049,OK,Garvin County,12815,12416,399,3.1
CN4005100000000,2023-02-01,40,051,OK,Grady County,27787,26985,802,2.9
CN4005300000000,2023-02-01,40,053,OK,Grant County,2624,2565,59,2.2
CN4005500000000,2023-02-01,40,055,OK,Greer County,1791,1725,66,3.7
CN4005700000000,2023-02-01,40,057,OK,Harmon County,1159,1125,34,2.9
CN4005900000000,2023-02-01,40,059,OK,Harper County,1751,1713,38,2.2
CN4006100000000,2023-02-01,40,061,OK,Haskell County,4187,4006,181,4.3
CN4006300000000,2023-02-01,40,063,OK,Hughes County,5150,4962,188,3.7
CN4006500000000,2023-02-01,40,065,OK,Jackson County,10807,10417,390,3.6
CN4006700000000,2023-02-01,40,067,OK,Jefferson County,2450,2372,78,3.2
CN4006900000000,2023-02-01,40,069,OK,Johnston County,3772,3617,155,4.1
CN4007100000000,2023-02-01,40,071,OK,Kay County,18375,17728,647,3.5
CN4007300000000,2023-02-01,40,073,OK,Kingfisher County,8954,8756,198,2.2
CN4007500000000,2023-02-01,40,075,OK,Kiowa County,3598,3470,128,3.6
CN4007700000000,2023-02-01,40,077,OK,Latimer County,3126,2947,179,5.7
CN4007900000000,2023-02-01,40,079,OK,Le Flore County,19693,18973,720,3.7
CN4008100000000,2023-02-01,40,081,OK,Lincoln County,16491,15959,532,3.2
CN4008300000000,2023-02-01,40,083,OK,Logan County,23801,23087,714,3
CN4008500000000,2023-02-01,40,085,OK,Love County,5812,5666,146,2.5
CN4008700000000,2023-02-01,40,087,OK,McClain County,21260,20655,605,2.8
CN4008900000000,2023-02-01,40,089,OK,McCurtain County,15934,15338,596,3.7
CN4009100000000,2023-02-01,40,091,OK,McIntosh County,7241,6864,377,5.2
CN4009300000000,2023-02-01,40,093,OK,Major County,3789,3687,102,2.7
CN4009500000000,2023-02-01,40,095,OK,Marshall County,7239,7011,228,3.1
CN4009700000000,2023-02-01,40,097,OK,Mayes County,19754,19106,648,3.3
CN4009900000000,2023-02-01,40,099,OK,Murray County,6048,5851,197,3.3
CN4010100000000,2023-02-01,40,101,OK,Muskogee County,28810,27753,1057,3.7
CN4010300000000,2023-02-01,40,103,OK,Noble County,5886,5733,153,2.6
CN4010500000000,2023-02-01,40,105,OK,Nowata County,4742,4600,142,3
CN4010700000000,2023-02-01,40,107,OK,Okfuskee County,4438,4250,188,4.2
CN4010900000000,2023-02-01,40,109,OK,Oklahoma County,405719,393494,12225,3
CN4011100000000,2023-02-01,40,111,OK,Okmulgee County,15604,14937,667,4.3
CN4011300000000,2023-02-01,40,113,OK,Osage County,20501,19791,710,3.5
CN4011500000000,2023-02-01,40,115,OK,Ottawa County,15417,14975,442,2.9
CN4011700000000,2023-02-01,40,117,OK,Pawnee County,7369,7102,267,3.6
CN4011900000000,2023-02-01,40,119,OK,Payne County,39773,38511,1262,3.2
CN4012100000000,2023-02-01,40,121,OK,Pittsburg County,16340,15645,695,4.3
CN4012300000000,2023-02-01,40,123,OK,Pontotoc County,19705,19163,542,2.8
CN4012500000000,2023-02-01,40,125,OK,Pottawatomie County,33476,32312,1164,3.5
CN4012700000000,2023-02-01,40,127,OK,Pushmataha County,4576,4397,179,3.9
CN4012900000000,2023-02-01,40,129,OK,Roger Mills County,1777,1737,40,2.3
CN4013100000000,2023-02-01,40,131,OK,Rogers County,45548,44218,1330,2.9
CN4013300000000,2023-02-01,40,133,OK,Seminole County,9291,8896,395,4.3
CN4013500000000,2023-02-01,40,135,OK,Sequoyah County,16948,16367,581,3.4
CN4013700000000,2023-02-01,40,137,OK,Stephens County,19646,18997,649,3.3
CN4013900000000,2023-02-01,40,139,OK,Texas County,11742,11503,239,2
CN4014100000000,2023-02-01,40,141,OK,Tillman County,2937,2795,142,4.8
CN4014300000000,2023-02-01,40,143,OK,Tulsa County,327347,317257,10090,3.1
CN4014500000000,2023-02-01,40,145,OK,Wagoner County,39266,38047,1219,3.1
CN4014700000000,2023-02-01,40,147,OK,Washington County,22282,21519,763,3.4
CN4014900000000,2023-02-01,40,149,OK,Washita County,5356,5203,153,2.9
CN4015100000000,2023-02-01,40,151,OK,Woods County,4604,4511,93,2
CN4015300000000,2023-02-01,40,153,OK,Woodward County,8633,8372,261,3
CN4100100000000,2023-02-01,41,001,OR,Baker County,7211,6796,415,5.8
CN4100300000000,2023-02-01,41,003,OR,Benton County,49903,48150,1753,3.5
CN4100500000000,2023-02-01,41,005,OR,Clackamas County,226262,217357,8905,3.9
CN4100700000000,2023-02-01,41,007,OR,Clatsop County,18981,18070,911,4.8
CN4100900000000,2023-02-01,41,009,OR,Columbia County,25181,23892,1289,5.1
CN4101100000000,2023-02-01,41,011,OR,Coos County,26316,24881,1435,5.5
CN4101300000000,2023-02-01,41,013,OR,Crook County,11135,10345,790,7.1
CN4101500000000,2023-02-01,41,015,OR,Curry County,8834,8301,533,6
CN4101700000000,2023-02-01,41,017,OR,Deschutes County,102459,97449,5010,4.9
CN4101900000000,2023-02-01,41,019,OR,Douglas County,46841,44025,2816,6
CN4102100000000,2023-02-01,41,021,OR,Gilliam County,1024,983,41,4
CN4102300000000,2023-02-01,41,023,OR,Grant County,3052,2822,230,7.5
CN4102500000000,2023-02-01,41,025,OR,Harney County,3670,3430,240,6.5
CN4102700000000,2023-02-01,41,027,OR,Hood River County,13926,13397,529,3.8
CN4102900000000,2023-02-01,41,029,OR,Jackson County,105866,100041,5825,5.5
CN4103100000000,2023-02-01,41,031,OR,Jefferson County,10270,9638,632,6.2
CN4103300000000,2023-02-01,41,033,OR,Josephine County,36540,34203,2337,6.4
CN4103500000000,2023-02-01,41,035,OR,Klamath County,29949,27702,2247,7.5
CN4103700000000,2023-02-01,41,037,OR,Lake County,3586,3344,242,6.7
CN4103900000000,2023-02-01,41,039,OR,Lane County,180704,171787,8917,4.9
CN4104100000000,2023-02-01,41,041,OR,Lincoln County,20379,19238,1141,5.6
CN4104300000000,2023-02-01,41,043,OR,Linn County,61190,58179,3011,4.9
CN4104500000000,2023-02-01,41,045,OR,Malheur County,12242,11633,609,5
CN4104700000000,2023-02-01,41,047,OR,Marion County,169207,161412,7795,4.6
CN4104900000000,2023-02-01,41,049,OR,Morrow County,5829,5555,274,4.7
CN4105100000000,2023-02-01,41,051,OR,Multnomah County,467966,448658,19308,4.1
CN4105300000000,2023-02-01,41,053,OR,Polk County,42681,40681,2000,4.7
CN4105500000000,2023-02-01,41,055,OR,Sherman County,951,910,41,4.3
CN4105700000000,2023-02-01,41,057,OR,Tillamook County,11863,11269,594,5
CN4105900000000,2023-02-01,41,059,OR,Umatilla County,37849,35406,2443,6.5
CN4106100000000,2023-02-01,41,061,OR,Union County,11909,11248,661,5.6
CN4106300000000,2023-02-01,41,063,OR,Wallowa County,3449,3178,271,7.9
CN4106500000000,2023-02-01,41,065,OR,Wasco County,12723,11993,730,5.7
CN4106700000000,2023-02-01,41,067,OR,Washington County,334594,322424,12170,3.6
CN4106900000000,2023-02-01,41,069,OR,Wheeler County,728,702,26,3.6
CN4107100000000,2023-02-01,41,071,OR,Yamhill County,56405,54011,2394,4.2
CN4200100000000,2023-02-01,42,001,PA,Adams County,54528,52664,1864,3.4
CN4200300000000,2023-02-01,42,003,PA,Allegheny County,629714,601258,28456,4.5
CN4200500000000,2023-02-01,42,005,PA,Armstrong County,31182,29205,1977,6.3
CN4200700000000,2023-02-01,42,007,PA,Beaver County,81921,76972,4949,6
CN4200900000000,2023-02-01,42,009,PA,Bedford County,24024,22645,1379,5.7
CN4201100000000,2023-02-01,42,011,PA,Berks County,213491,203796,9695,4.5
CN4201300000000,2023-02-01,42,013,PA,Blair County,58704,55940,2764,4.7
CN4201500000000,2023-02-01,42,015,PA,Bradford County,27558,26198,1360,4.9
CN4201700000000,2023-02-01,42,017,PA,Bucks County,352189,338084,14105,4
CN4201900000000,2023-02-01,42,019,PA,Butler County,98346,93777,4569,4.6
CN4202100000000,2023-02-01,42,021,PA,Cambria County,55530,52255,3275,5.9
CN4202300000000,2023-02-01,42,023,PA,Cameron County,1864,1735,129,6.9
CN4202500000000,2023-02-01,42,025,PA,Carbon County,32617,30826,1791,5.5
CN4202700000000,2023-02-01,42,027,PA,Centre County,79388,76504,2884,3.6
CN4202900000000,2023-02-01,42,029,PA,Chester County,293662,284059,9603,3.3
CN4203100000000,2023-02-01,42,031,PA,Clarion County,15821,14790,1031,6.5
CN4203300000000,2023-02-01,42,033,PA,Clearfield County,34888,32686,2202,6.3
CN4203500000000,2023-02-01,42,035,PA,Clinton County,16874,15797,1077,6.4
CN4203700000000,2023-02-01,42,037,PA,Columbia County,34237,32462,1775,5.2
CN4203900000000,2023-02-01,42,039,PA,Crawford County,37056,35009,2047,5.5
CN4204100000000,2023-02-01,42,041,PA,Cumberland County,135537,130868,4669,3.4
CN4204300000000,2023-02-01,42,043,PA,Dauphin County,147267,141137,6130,4.2
CN4204500000000,2023-02-01,42,045,PA,Delaware County,303049,290707,12342,4.1
CN4204700000000,2023-02-01,42,047,PA,Elk County,14019,13359,660,4.7
CN4204900000000,2023-02-01,42,049,PA,Erie County,126064,119093,6971,5.5
CN4205100000000,2023-02-01,42,051,PA,Fayette County,55024,51296,3728,6.8
CN4205300000000,2023-02-01,42,053,PA,Forest County,1634,1495,139,8.5
CN4205500000000,2023-02-01,42,055,PA,Franklin County,77020,74044,2976,3.9
CN4205700000000,2023-02-01,42,057,PA,Fulton County,7096,6747,349,4.9
CN4205900000000,2023-02-01,42,059,PA,Greene County,15233,14413,820,5.4
CN4206100000000,2023-02-01,42,061,PA,Huntingdon County,19088,17680,1408,7.4
CN4206300000000,2023-02-01,42,063,PA,Indiana County,35859,33777,2082,5.8
CN4206500000000,2023-02-01,42,065,PA,Jefferson County,19062,17955,1107,5.8
CN4206700000000,2023-02-01,42,067,PA,Juniata County,12169,11480,689,5.7
CN4206900000000,2023-02-01,42,069,PA,Lackawanna County,106037,100608,5429,5.1
CN4207100000000,2023-02-01,42,071,PA,Lancaster County,287143,277128,10015,3.5
CN4207300000000,2023-02-01,42,073,PA,Lawrence County,38766,36095,2671,6.9
CN4207500000000,2023-02-01,42,075,PA,Lebanon County,73603,70924,2679,3.6
CN4207700000000,2023-02-01,42,077,PA,Lehigh County,197502,188344,9158,4.6
CN4207900000000,2023-02-01,42,079,PA,Luzerne County,160010,150473,9537,6
CN4208100000000,2023-02-01,42,081,PA,Lycoming County,55438,52556,2882,5.2
CN4208300000000,2023-02-01,42,083,PA,McKean County,16575,15521,1054,6.4
CN4208500000000,2023-02-01,42,085,PA,Mercer County,47138,44637,2501,5.3
CN4208700000000,2023-02-01,42,087,PA,Mifflin County,20707,19592,1115,5.4
CN4208900000000,2023-02-01,42,089,PA,Monroe County,82483,77360,5123,6.2
CN4209100000000,2023-02-01,42,091,PA,Montgomery County,468559,451820,16739,3.6
CN4209300000000,2023-02-01,42,093,PA,Montour County,9293,8928,365,3.9
CN4209500000000,2023-02-01,42,095,PA,Northampton County,164714,157148,7566,4.6
CN4209700000000,2023-02-01,42,097,PA,Northumberland County,41278,38882,2396,5.8
CN4209900000000,2023-02-01,42,099,PA,Perry County,24672,23692,980,4
CN4210100000000,2023-02-01,42,101,PA,Philadelphia County/city,741492,702463,39029,5.3
CN4210300000000,2023-02-01,42,103,PA,Pike County,25703,23986,1717,6.7
CN4210500000000,2023-02-01,42,105,PA,Potter County,6696,6141,555,8.3
CN4210700000000,2023-02-01,42,107,PA,Schuylkill County,65403,61725,3678,5.6
CN4210900000000,2023-02-01,42,109,PA,Snyder County,19371,18374,997,5.1
CN4211100000000,2023-02-01,42,111,PA,Somerset County,32149,30054,2095,6.5
CN4211300000000,2023-02-01,42,113,PA,Sullivan County,2461,2320,141,5.7
CN4211500000000,2023-02-01,42,115,PA,Susquehanna County,19963,18917,1046,5.2
CN4211700000000,2023-02-01,42,117,PA,Tioga County,18687,17563,1124,6
CN4211900000000,2023-02-01,42,119,PA,Union County,19138,18380,758,4
CN4212100000000,2023-02-01,42,121,PA,Venango County,20689,19417,1272,6.1
CN4212300000000,2023-02-01,42,123,PA,Warren County,17118,16117,1001,5.8
CN4212500000000,2023-02-01,42,125,PA,Washington County,104349,99113,5236,5
CN4212700000000,2023-02-01,42,127,PA,Wayne County,22074,20629,1445,6.5
CN4212900000000,2023-02-01,42,129,PA,Westmoreland County,175278,166306,8972,5.1
CN4213100000000,2023-02-01,42,131,PA,Wyoming County,13574,12821,753,5.5
CN4213300000000,2023-02-01,42,133,PA,York County,237995,228821,9174,3.9
CN4400100000000,2023-02-01,44,001,RI,Bristol County,26384,25521,863,3.3
CN4400300000000,2023-02-01,44,003,RI,Kent County,93121,89822,3299,3.5
CN4400500000000,2023-02-01,44,005,RI,Newport County,45023,43305,1718,3.8
CN4400700000000,2023-02-01,44,007,RI,Providence County,332705,318852,13853,4.2
CN4400900000000,2023-02-01,44,009,RI,Washington County,69737,67328,2409,3.5
CN4500100000000,2023-02-01,45,001,SC,Abbeville County,9585,9164,421,4.4
CN4500300000000,2023-02-01,45,003,SC,Aiken County,73078,70307,2771,3.8
CN4500500000000,2023-02-01,45,005,SC,Allendale County,2235,2094,141,6.3
CN4500700000000,2023-02-01,45,007,SC,Anderson County,93265,90016,3249,3.5
CN4500900000000,2023-02-01,45,009,SC,Bamberg County,4559,4296,263,5.8
CN4501100000000,2023-02-01,45,011,SC,Barnwell County,7456,7086,370,5
CN4501300000000,2023-02-01,45,013,SC,Beaufort County,76965,74046,2919,3.8
CN4501500000000,2023-02-01,45,015,SC,Berkeley County,113027,109219,3808,3.4
CN4501700000000,2023-02-01,45,017,SC,Calhoun County,6435,6175,260,4
CN4501900000000,2023-02-01,45,019,SC,Charleston County,221941,214980,6961,3.1
CN4502100000000,2023-02-01,45,021,SC,Cherokee County,24455,23379,1076,4.4
CN4502300000000,2023-02-01,45,023,SC,Chester County,13488,12860,628,4.7
CN4502500000000,2023-02-01,45,025,SC,Chesterfield County,21148,20342,806,3.8
CN4502700000000,2023-02-01,45,027,SC,Clarendon County,11843,11247,596,5
CN4502900000000,2023-02-01,45,029,SC,Colleton County,15884,15232,652,4.1
CN4503100000000,2023-02-01,45,031,SC,Darlington County,29969,28779,1190,4
CN4503300000000,2023-02-01,45,033,SC,Dillon County,12921,12250,671,5.2
CN4503500000000,2023-02-01,45,035,SC,Dorchester County,81922,79295,2627,3.2
CN4503700000000,2023-02-01,45,037,SC,Edgefield County,10212,9807,405,4
CN4503900000000,2023-02-01,45,039,SC,Fairfield County,9229,8785,444,4.8
CN4504100000000,2023-02-01,45,041,SC,Florence County,66676,64263,2413,3.6
CN4504300000000,2023-02-01,45,043,SC,Georgetown County,25932,24799,1133,4.4
CN4504500000000,2023-02-01,45,045,SC,Greenville County,265166,256477,8689,3.3
CN4504700000000,2023-02-01,45,047,SC,Greenwood County,30036,28772,1264,4.2
CN4504900000000,2023-02-01,45,049,SC,Hampton County,7840,7560,280,3.6
CN4505100000000,2023-02-01,45,051,SC,Horry County,151805,144559,7246,4.8
CN4505300000000,2023-02-01,45,053,SC,Jasper County,13248,12796,452,3.4
CN4505500000000,2023-02-01,45,055,SC,Kershaw County,29543,28403,1140,3.9
